TIPO_DENUNCIA;NIVEL_EDUCATIVO;EST_CIVIL;MODALIDAD;SEXO;EDAD;MES;FISICA;PSICOLOGICA;FISICA_PSICOLOGICA
DENUNCIA;SUPERIOR;SOLTERO(A);VIOLENCIA PSICOLOGICA;F;34;JUNIO;0;1;0
DENUNCIA;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA Y PSICOLOGICA;F;16;JUNIO;0;0;1
ACTA DE INTERVENCION;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA Y PSICOLOGICA;M;37;JUNIO;0;0;1
ACTA DE INTERVENCION;SECUNDARIA;CONVIVIENTE;VIOLENCIA FISICA Y PSICOLOGICA;F;40;JUNIO;0;0;1
DENUNCIA;SECUNDARIA;SOLTERO(A);VIOLENCIA PSICOLOGICA;F;35;JUNIO;0;1;0
OCURRENCIA;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA Y PSICOLOGICA;F;23;JUNIO;0;0;1
DENUNCIA;SUPERIOR;VIUDO(A);VIOLENCIA PSICOLOGICA;F;54;JUNIO;0;1;0
DENUNCIA;SECUNDARIA;CASADO(A);VIOLENCIA FISICA;F;44;JUNIO;1;0;0
DENUNCIA;SECUNDARIA;CASADO(A);VIOLENCIA FISICA;M;35;JUNIO;1;0;0
DENUNCIA;SUPERIOR;SOLTERO(A);VIOLENCIA FISICA Y PSICOLOGICA;F;29;JUNIO;0;0;1
DENUNCIA;TECNICA;SOLTERO(A);VIOLENCIA PSICOLOGICA;F;25;JUNIO;0;1;0
DENUNCIA;TECNICA;SOLTERO(A);VIOLENCIA PSICOLOGICA;F;50;JUNIO;0;1;0
DENUNCIA;TECNICA;SOLTERO(A);VIOLENCIA PSICOLOGICA;F;31;JUNIO;0;1;0
DENUNCIA;SECUNDARIA;CONVIVIENTE;VIOLENCIA FISICA;F;35;JUNIO;1;0;0
DENUNCIA;SECUNDARIA;CONVIVIENTE;VIOLENCIA FISICA;F;35;JUNIO;1;0;0
DENUNCIA;SECUNDARIA;CONVIVIENTE;VIOLENCIA PSICOLOGICA;M;40;JUNIO;0;1;0
DENUNCIA;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA Y PSICOLOGICA;M;35;JUNIO;0;0;1
DENUNCIA;SECUNDARIA;CASADO(A);VIOLENCIA FISICA;F;48;JUNIO;1;0;0
DENUNCIA;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA Y PSICOLOGICA;F;28;JUNIO;0;0;1
DENUNCIA;SUPERIOR;CONVIVIENTE;VIOLENCIA FISICA Y PSICOLOGICA;F;25;JUNIO;0;0;1
DENUNCIA;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA Y PSICOLOGICA;F;23;JUNIO;0;0;1
DENUNCIA;SECUNDARIA;CASADO(A);VIOLENCIA FISICA;F;28;JUNIO;1;0;0
DENUNCIA;SECUNDARIA;SOLTERO(A);VIOLENCIA PSICOLOGICA;F;30;JUNIO;0;1;0
DENUNCIA;SECUNDARIA;CASADO(A);VIOLENCIA FISICA Y PSICOLOGICA;F;30;JUNIO;0;0;1
DENUNCIA;SUPERIOR;CASADO(A);VIOLENCIA FISICA Y PSICOLOGICA;M;30;JUNIO;0;0;1
DENUNCIA;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA Y PSICOLOGICA;F;20;JUNIO;0;0;1
DENUNCIA;SECUNDARIA;SOLTERO(A);VIOLENCIA PSICOLOGICA;M;37;JUNIO;0;1;0
DENUNCIA;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA Y PSICOLOGICA;M;29;JUNIO;0;0;1
OCURRENCIA;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA Y PSICOLOGICA;F;20;JUNIO;0;0;1
OCURRENCIA;PRIMARIA;CASADO(A);VIOLENCIA FISICA Y PSICOLOGICA;M;55;JUNIO;0;0;1
DENUNCIA;SUPERIOR;CASADO(A);VIOLENCIA PSICOLOGICA;M;30;JUNIO;0;1;0
DENUNCIA;SECUNDARIA;SOLTERO(A);VIOLENCIA PSICOLOGICA;M;21;JUNIO;0;1;0
ACTA DE INTERVENCION;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA Y PSICOLOGICA;F;47;JUNIO;0;0;1
ACTA DE DENUNCIA VERBAL;SECUNDARIA;CASADO(A);VIOLENCIA PSICOLOGICA;F;38;JUNIO;0;1;0
DENUNCIA;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA;M;25;JUNIO;1;0;0
DENUNCIA;SECUNDARIA;CASADO(A);VIOLENCIA PSICOLOGICA;M;35;JUNIO;0;1;0
DENUNCIA;SECUNDARIA;CONVIVIENTE;VIOLENCIA PSICOLOGICA;F;20;JUNIO;0;1;0
ACTA DE INTERVENCION;SECUNDARIA;CONVIVIENTE;VIOLENCIA FISICA Y PSICOLOGICA;F;25;JUNIO;0;0;1
ACTA DE DENUNCIA VERBAL;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA;M;26;JUNIO;1;0;0
ACTA DE DENUNCIA VERBAL;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA Y PSICOLOGICA;F;24;JUNIO;0;0;1
DENUNCIA;PRIMARIA;CASADO(A);VIOLENCIA FISICA Y PSICOLOGICA;F;43;JUNIO;0;0;1
ACTA DE INTERVENCION;SECUNDARIA;CONVIVIENTE;VIOLENCIA FISICA Y PSICOLOGICA;M;45;JUNIO;0;0;1
ACTA DE INTERVENCION;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA Y PSICOLOGICA;M;17;JUNIO;0;0;1
ACTA DE INTERVENCION;SECUNDARIA;CONVIVIENTE;VIOLENCIA FISICA Y PSICOLOGICA;F;31;JUNIO;0;0;1
ACTA DE DENUNCIA VERBAL;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA Y PSICOLOGICA;F;32;JUNIO;0;0;1
ACTA DE DENUNCIA VERBAL;SECUNDARIA;CASADO(A);VIOLENCIA FISICA Y PSICOLOGICA;M;37;JUNIO;0;0;1
DENUNCIA;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA Y PSICOLOGICA;F;20;JUNIO;0;0;1
ACTA DE DENUNCIA VERBAL;SECUNDARIA;CONVIVIENTE;VIOLENCIA FISICA Y PSICOLOGICA;F;34;JUNIO;0;0;1
ACTA DE DENUNCIA VERBAL;PRIMARIA;CONVIVIENTE;VIOLENCIA FISICA Y PSICOLOGICA;F;29;JUNIO;0;0;1
DENUNCIA;SECUNDARIA;CASADO(A);VIOLENCIA FISICA Y PSICOLOGICA;M;35;JUNIO;0;0;1
ACTA DE DENUNCIA VERBAL;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA Y PSICOLOGICA;F;18;JUNIO;0;0;1
ACTA DE DENUNCIA VERBAL;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA Y PSICOLOGICA;M;19;JUNIO;0;0;1
ACTA DE DENUNCIA VERBAL;SECUNDARIA;CONVIVIENTE;VIOLENCIA FISICA Y PSICOLOGICA;F;23;JUNIO;0;0;1
DENUNCIA;SECUNDARIA;CONVIVIENTE;VIOLENCIA PSICOLOGICA;F;18;JUNIO;0;1;0
DENUNCIA;PRIMARIA;CONVIVIENTE;VIOLENCIA PSICOLOGICA;F;16;JUNIO;0;1;0
ACTA DE DENUNCIA VERBAL;SUPERIOR;SOLTERO(A);VIOLENCIA PSICOLOGICA;M;35;JUNIO;0;1;0
ACTA DE DENUNCIA VERBAL;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA;M;22;JUNIO;1;0;0
ACTA DE INTERVENCION;SUPERIOR;SOLTERO(A);VIOLENCIA FISICA Y PSICOLOGICA;F;25;JUNIO;0;0;1
DENUNCIA;SECUNDARIA;CONVIVIENTE;VIOLENCIA FISICA Y PSICOLOGICA;M;17;JUNIO;0;0;1
DENUNCIA;SECUNDARIA;SOLTERO(A);VIOLENCIA PSICOLOGICA;M;24;JUNIO;0;1;0
ACTA DE DENUNCIA VERBAL;SECUNDARIA;SOLTERO(A);VIOLENCIA PSICOLOGICA;F;34;JUNIO;0;1;0
ACTA DE DENUNCIA VERBAL;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA Y PSICOLOGICA;F;17;JUNIO;0;0;1
DENUNCIA;SECUNDARIA;CONVIVIENTE;VIOLENCIA PSICOLOGICA;M;31;JUNIO;0;1;0
DENUNCIA;PRIMARIA;CASADO(A);VIOLENCIA PSICOLOGICA;F;59;JUNIO;0;1;0
ACTA DE INTERVENCION;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA;M;16;JUNIO;1;0;0
ACTA DE DENUNCIA VERBAL;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA Y PSICOLOGICA;F;17;JUNIO;0;0;1
ACTA DE DENUNCIA VERBAL;TECNICA;SOLTERO(A);VIOLENCIA FISICA Y PSICOLOGICA;F;17;JUNIO;0;0;1
DENUNCIA;PRIMARIA;CONVIVIENTE;VIOLENCIA FISICA Y PSICOLOGICA;F;36;JUNIO;0;0;1
ACTA DE INTERVENCION;PRIMARIA;SOLTERO(A);VIOLENCIA FISICA Y PSICOLOGICA;F;16;JUNIO;0;0;1
DENUNCIA;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA Y PSICOLOGICA;F;43;JUNIO;0;0;1
DENUNCIA;PRIMARIA;SOLTERO(A);VIOLENCIA PSICOLOGICA;F;56;JUNIO;0;1;0
ACTA DE DENUNCIA VERBAL;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA Y PSICOLOGICA;F;34;JUNIO;0;0;1
DENUNCIA;SECUNDARIA;SOLTERO(A);VIOLENCIA PSICOLOGICA;F;18;JUNIO;0;1;0
DENUNCIA;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA;F;19;JUNIO;1;0;0
ACTA DE DENUNCIA VERBAL;PRIMARIA;CONVIVIENTE;VIOLENCIA FISICA Y PSICOLOGICA;M;47;JUNIO;0;0;1
DENUNCIA;SUPERIOR;CASADO(A);VIOLENCIA FISICA;F;40;JUNIO;1;0;0
ACTA DE DENUNCIA VERBAL;SECUNDARIA;CONVIVIENTE;VIOLENCIA PSICOLOGICA;F;31;JUNIO;0;1;0
ACTA DE DENUNCIA VERBAL;SECUNDARIA;SOLTERO(A);VIOLENCIA PSICOLOGICA;F;31;JUNIO;0;1;0
DENUNCIA;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA Y PSICOLOGICA;F;24;JUNIO;0;0;1
DENUNCIA;SUPERIOR;CASADO(A);VIOLENCIA FISICA Y PSICOLOGICA;M;33;JULIO;0;0;1
DENUNCIA;SUPERIOR;CASADO(A);VIOLENCIA FISICA Y PSICOLOGICA;F;36;JULIO;0;0;1
DENUNCIA;SECUNDARIA;CASADO(A);VIOLENCIA PSICOLOGICA;M;27;JULIO;0;1;0
DENUNCIA;SECUNDARIA;SOLTERO(A);VIOLENCIA PSICOLOGICA;M;16;JULIO;0;1;0
DENUNCIA;SECUNDARIA;CONVIVIENTE;VIOLENCIA FISICA Y PSICOLOGICA;M;57;JULIO;0;0;1
DENUNCIA;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA Y PSICOLOGICA;M;36;JULIO;0;0;1
DENUNCIA;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA Y PSICOLOGICA;M;38;JULIO;0;0;1
DENUNCIA;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA Y PSICOLOGICA;M;36;JULIO;0;0;1
DENUNCIA;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA Y PSICOLOGICA;F;49;JULIO;0;0;1
OCURRENCIA;SECUNDARIA;SOLTERO(A);VIOLENCIA PSICOLOGICA;F;16;JULIO;0;1;0
DENUNCIA;PRIMARIA;SOLTERO(A);VIOLENCIA PSICOLOGICA;F;43;JULIO;0;1;0
DENUNCIA;SECUNDARIA;CONVIVIENTE;VIOLENCIA PSICOLOGICA;M;46;JULIO;0;1;0
DENUNCIA;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA;F;16;JULIO;1;0;0
DENUNCIA;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA;F;19;JULIO;1;0;0
DENUNCIA;SECUNDARIA;CONVIVIENTE;VIOLENCIA FISICA;M;37;JULIO;1;0;0
DENUNCIA;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA;M;47;JULIO;1;0;0
ACTA DE INTERVENCION;TECNICA;SOLTERO(A);VIOLENCIA FISICA Y PSICOLOGICA;F;56;JULIO;0;0;1
ACTA DE INTERVENCION;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA Y PSICOLOGICA;M;41;JULIO;0;0;1
ACTA DE INTERVENCION;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA Y PSICOLOGICA;F;16;JULIO;0;0;1
DENUNCIA;PRIMARIA;CASADO(A);VIOLENCIA PSICOLOGICA;M;31;JULIO;0;1;0
DENUNCIA;SECUNDARIA;CONVIVIENTE;VIOLENCIA PSICOLOGICA;M;34;JULIO;0;1;0
OCURRENCIA;SECUNDARIA;CONVIVIENTE;VIOLENCIA PSICOLOGICA;M;24;JULIO;0;1;0
DENUNCIA;PRIMARIA;SOLTERO(A);VIOLENCIA PSICOLOGICA;M;20;JULIO;0;1;0
ACTA DE INTERVENCION;TECNICA;SOLTERO(A);VIOLENCIA PSICOLOGICA;M;26;JULIO;0;1;0
DENUNCIA;SECUNDARIA;SOLTERO(A);VIOLENCIA PSICOLOGICA;M;17;JULIO;0;1;0
DENUNCIA;SUPERIOR;SOLTERO(A);VIOLENCIA FISICA Y PSICOLOGICA;F;22;JULIO;0;0;1
DENUNCIA;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA Y PSICOLOGICA;M;28;JULIO;0;0;1
OCURRENCIA;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA Y PSICOLOGICA;F;22;JULIO;0;0;1
OCURRENCIA;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA Y PSICOLOGICA;F;22;JULIO;0;0;1
DENUNCIA;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA Y PSICOLOGICA;M;24;JULIO;0;0;1
DENUNCIA;SECUNDARIA;SOLTERO(A);VIOLENCIA PSICOLOGICA;F;17;JULIO;0;1;0
DENUNCIA;SECUNDARIA;NO INDICA;VIOLENCIA PSICOLOGICA;M;16;JULIO;0;1;0
DENUNCIA;SUPERIOR;SOLTERO(A);VIOLENCIA PSICOLOGICA;M;32;JULIO;0;1;0
DENUNCIA;SECUNDARIA;SOLTERO(A);VIOLENCIA PSICOLOGICA;M;25;JULIO;0;1;0
ACTA DE INTERVENCION;TECNICA;SOLTERO(A);VIOLENCIA FISICA;F;35;JULIO;1;0;0
ACTA DE DENUNCIA VERBAL;SECUNDARIA;CONVIVIENTE;VIOLENCIA FISICA Y PSICOLOGICA;F;28;JULIO;0;0;1
ACTA DE INTERVENCION;SECUNDARIA;CONVIVIENTE;VIOLENCIA FISICA Y PSICOLOGICA;M;19;JULIO;0;0;1
ACTA DE INTERVENCION;SECUNDARIA;CONVIVIENTE;VIOLENCIA FISICA Y PSICOLOGICA;F;28;JULIO;0;0;1
ACTA DE DENUNCIA VERBAL;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA Y PSICOLOGICA;F;17;JULIO;0;0;1
ACTA DE DENUNCIA VERBAL;SECUNDARIA;CONVIVIENTE;VIOLENCIA FISICA Y PSICOLOGICA;M;31;JULIO;0;0;1
ACTA DE DENUNCIA VERBAL;SECUNDARIA;CONVIVIENTE;VIOLENCIA PSICOLOGICA;F;16;JULIO;0;1;0
ACTA DE INTERVENCION;SECUNDARIA;CONVIVIENTE;VIOLENCIA FISICA Y PSICOLOGICA;F;17;JULIO;0;0;1
ACTA DE INTERVENCION;SECUNDARIA;CONVIVIENTE;VIOLENCIA FISICA Y PSICOLOGICA;F;17;JULIO;0;0;1
ACTA DE DENUNCIA VERBAL;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA Y PSICOLOGICA;M;16;JULIO;0;0;1
DENUNCIA;SECUNDARIA;NO INDICA;VIOLENCIA FISICA Y PSICOLOGICA;F;16;JULIO;0;0;1
ACTA DE DENUNCIA VERBAL;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA Y PSICOLOGICA;F;16;JULIO;0;0;1
ACTA DE DENUNCIA VERBAL;SECUNDARIA;CONVIVIENTE;VIOLENCIA FISICA Y PSICOLOGICA;F;16;JULIO;0;0;1
ACTA DE DENUNCIA VERBAL;SECUNDARIA;SOLTERO(A);VIOLENCIA PSICOLOGICA;M;24;JULIO;0;1;0
ACTA DE INTERVENCION;SECUNDARIA;CONVIVIENTE;VIOLENCIA FISICA Y PSICOLOGICA;F;30;JULIO;0;0;1
OCURRENCIA;SECUNDARIA;SOLTERO(A);VIOLENCIA PSICOLOGICA;M;19;JULIO;0;1;0
ACTA DE DENUNCIA VERBAL;PRIMARIA;CONVIVIENTE;VIOLENCIA PSICOLOGICA;M;56;JULIO;0;1;0
DENUNCIA;SECUNDARIA;CASADO(A);VIOLENCIA FISICA Y PSICOLOGICA;M;60;JULIO;0;0;1
ACTA DE INTERVENCION;PRIMARIA;CONVIVIENTE;VIOLENCIA FISICA Y PSICOLOGICA;M;35;JULIO;0;0;1
ACTA DE INTERVENCION;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA Y PSICOLOGICA;M;17;JULIO;0;0;1
ACTA DE INTERVENCION;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA Y PSICOLOGICA;F;16;JULIO;0;0;1
DENUNCIA;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA Y PSICOLOGICA;M;18;JULIO;0;0;1
ACTA DE DENUNCIA VERBAL;SECUNDARIA;SOLTERO(A);VIOLENCIA PSICOLOGICA;M;48;JULIO;0;1;0
DENUNCIA;SUPERIOR;SOLTERO(A);VIOLENCIA PSICOLOGICA;M;46;JULIO;0;1;0
DENUNCIA;SUPERIOR;CASADO(A);VIOLENCIA PSICOLOGICA;M;37;JULIO;0;1;0
DENUNCIA;SECUNDARIA;NO INDICA;VIOLENCIA PSICOLOGICA;M;32;JULIO;0;1;0
DENUNCIA;PRIMARIA;SOLTERO(A);VIOLENCIA PSICOLOGICA;M;23;JULIO;0;1;0
ACTA DE INTERVENCION;SECUNDARIA;SOLTERO(A);VIOLENCIA PSICOLOGICA;F;16;JULIO;0;1;0
ACTA DE DENUNCIA VERBAL;SECUNDARIA;SOLTERO(A);VIOLENCIA PSICOLOGICA;M;44;JULIO;0;1;0
DENUNCIA;SUPERIOR;SOLTERO(A);VIOLENCIA FISICA Y PSICOLOGICA;M;30;JULIO;0;0;1
ACTA DE INTERVENCION;SECUNDARIA;CONVIVIENTE;VIOLENCIA FISICA Y PSICOLOGICA;M;53;JULIO;0;0;1
DENUNCIA;SECUNDARIA;SOLTERO(A);VIOLENCIA PSICOLOGICA;F;16;JULIO;0;1;0
DENUNCIA;PRIMARIA;SOLTERO(A);VIOLENCIA PSICOLOGICA;M;27;JULIO;0;1;0
DENUNCIA;SECUNDARIA;SOLTERO(A);VIOLENCIA PSICOLOGICA;F;27;JULIO;0;1;0
DENUNCIA;PRIMARIA;SOLTERO(A);VIOLENCIA FISICA Y PSICOLOGICA;F;26;JULIO;0;0;1
ACTA DE INTERVENCION;SECUNDARIA;NO INDICA;VIOLENCIA PSICOLOGICA;M;18;JULIO;0;1;0
DENUNCIA;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA;F;22;JULIO;1;0;0
ACTA DE INTERVENCION;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA;F;17;JULIO;1;0;0
DENUNCIA;SUPERIOR;SOLTERO(A);VIOLENCIA PSICOLOGICA;M;46;JULIO;0;1;0
DENUNCIA;SECUNDARIA;CASADO(A);VIOLENCIA PSICOLOGICA;M;33;JULIO;0;1;0
DENUNCIA;SECUNDARIA;CASADO(A);VIOLENCIA FISICA Y PSICOLOGICA;F;31;JULIO;0;0;1
DENUNCIA;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA Y PSICOLOGICA;F;22;JULIO;0;0;1
DENUNCIA;PRIMARIA;CASADO(A);VIOLENCIA FISICA Y PSICOLOGICA;F;50;JULIO;0;0;1
DENUNCIA;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA Y PSICOLOGICA;F;17;JULIO;0;0;1
DENUNCIA;SECUNDARIA;SOLTERO(A);VIOLENCIA PSICOLOGICA;M;30;JULIO;0;1;0
DENUNCIA;SECUNDARIA;NO INDICA;VIOLENCIA PSICOLOGICA;M;21;JULIO;0;1;0
DENUNCIA;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA Y PSICOLOGICA;F;17;JULIO;0;0;1
ACTA DE DENUNCIA VERBAL;PRIMARIA;SOLTERO(A);VIOLENCIA PSICOLOGICA;M;32;JULIO;0;1;0
ACTA DE INTERVENCION;SECUNDARIA;CONVIVIENTE;VIOLENCIA FISICA Y PSICOLOGICA;F;24;JULIO;0;0;1
ACTA DE DENUNCIA VERBAL;SECUNDARIA;CASADO(A);VIOLENCIA FISICA Y PSICOLOGICA;F;39;JULIO;0;0;1
ACTA DE INTERVENCION;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA Y PSICOLOGICA;F;17;JULIO;0;0;1
DENUNCIA;PRIMARIA;SOLTERO(A);VIOLENCIA PSICOLOGICA;F;42;JULIO;0;1;0
ACTA DE INTERVENCION;PRIMARIA;CONVIVIENTE;VIOLENCIA FISICA;M;23;JULIO;1;0;0
ACTA DE INTERVENCION;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA Y PSICOLOGICA;F;17;JULIO;0;0;1
DENUNCIA;SECUNDARIA;CONVIVIENTE;VIOLENCIA PSICOLOGICA;M;51;JULIO;0;1;0
DENUNCIA;PRIMARIA;CASADO(A);VIOLENCIA FISICA Y PSICOLOGICA;F;32;JULIO;0;0;1
DENUNCIA;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA Y PSICOLOGICA;F;24;JULIO;0;0;1
DENUNCIA;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA Y PSICOLOGICA;F;17;JULIO;0;0;1
ACTA DE INTERVENCION;PRIMARIA;SOLTERO(A);VIOLENCIA FISICA Y PSICOLOGICA;F;40;JULIO;0;0;1
ACTA DE INTERVENCION;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA Y PSICOLOGICA;F;16;JULIO;0;0;1
DENUNCIA;SECUNDARIA;SOLTERO(A);VIOLENCIA PSICOLOGICA;M;41;JULIO;0;1;0
DENUNCIA;TECNICA;CONVIVIENTE;VIOLENCIA PSICOLOGICA;F;29;JULIO;0;1;0
ACTA DE DENUNCIA VERBAL;SECUNDARIA;NO INDICA;VIOLENCIA FISICA Y PSICOLOGICA;M;17;JULIO;0;0;1
ACTA DE DENUNCIA VERBAL;PRIMARIA;SOLTERO(A);VIOLENCIA PSICOLOGICA;F;36;JULIO;0;1;0
DENUNCIA;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA Y PSICOLOGICA;M;21;JULIO;0;0;1
DENUNCIA;PRIMARIA;CONVIVIENTE;VIOLENCIA FISICA Y PSICOLOGICA;F;28;JULIO;0;0;1
ACTA DE DENUNCIA VERBAL;PRIMARIA;CASADO(A);VIOLENCIA FISICA Y PSICOLOGICA;F;49;JULIO;0;0;1
ACTA DE INTERVENCION;PRIMARIA;CASADO(A);VIOLENCIA FISICA Y PSICOLOGICA;F;49;JULIO;0;0;1
ACTA DE DENUNCIA VERBAL;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA Y PSICOLOGICA;M;38;JULIO;0;0;1
ACTA DE DENUNCIA VERBAL;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA Y PSICOLOGICA;F;16;JULIO;0;0;1
ACTA DE DENUNCIA VERBAL;SECUNDARIA;CONVIVIENTE;VIOLENCIA FISICA Y PSICOLOGICA;F;31;JULIO;0;0;1
DENUNCIA;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA Y PSICOLOGICA;F;17;JULIO;0;0;1
DENUNCIA;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA Y PSICOLOGICA;M;33;JULIO;0;0;1
DENUNCIA;PRIMARIA;SOLTERO(A);VIOLENCIA FISICA Y PSICOLOGICA;M;17;JULIO;0;0;1
ACTA DE DENUNCIA VERBAL;PRIMARIA;SOLTERO(A);VIOLENCIA FISICA Y PSICOLOGICA;M;22;JULIO;0;0;1
ACTA DE DENUNCIA VERBAL;SECUNDARIA;CONVIVIENTE;VIOLENCIA PSICOLOGICA;M;31;JULIO;0;1;0
ACTA DE INTERVENCION;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA Y PSICOLOGICA;F;18;JULIO;0;0;1
ACTA DE DENUNCIA VERBAL;SECUNDARIA;SOLTERO(A);VIOLENCIA PSICOLOGICA;F;17;JULIO;0;1;0
ACTA DE DENUNCIA VERBAL;SECUNDARIA;CONVIVIENTE;VIOLENCIA PSICOLOGICA;M;62;JULIO;0;1;0
DENUNCIA;SECUNDARIA;CONVIVIENTE;VIOLENCIA PSICOLOGICA;M;40;JULIO;0;1;0
ACTA DE DENUNCIA VERBAL;PRIMARIA;DIVORCIADO(A);VIOLENCIA PSICOLOGICA;F;51;JULIO;0;1;0
DENUNCIA;PRIMARIA;SOLTERO(A);VIOLENCIA FISICA Y PSICOLOGICA;F;27;JULIO;0;0;1
DENUNCIA;PRIMARIA;SOLTERO(A);VIOLENCIA FISICA Y PSICOLOGICA;M;16;JULIO;0;0;1
DENUNCIA;PRIMARIA;CONVIVIENTE;VIOLENCIA FISICA Y PSICOLOGICA;F;28;JULIO;0;0;1
ACTA DE INTERVENCION;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA Y PSICOLOGICA;F;47;JULIO;0;0;1
ACTA DE DENUNCIA VERBAL;SECUNDARIA;CONVIVIENTE;VIOLENCIA FISICA Y PSICOLOGICA;F;36;JULIO;0;0;1
DENUNCIA;SECUNDARIA;SOLTERO(A);VIOLENCIA PSICOLOGICA;M;30;JULIO;0;1;0
ACTA DE DENUNCIA VERBAL;PRIMARIA;SOLTERO(A);VIOLENCIA PSICOLOGICA;F;16;JULIO;0;1;0
ACTA DE INTERVENCION;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA;M;49;JULIO;1;0;0
ACTA DE DENUNCIA VERBAL;SECUNDARIA;NO INDICA;VIOLENCIA PSICOLOGICA;M;36;JULIO;0;1;0
ACTA DE DENUNCIA VERBAL;SECUNDARIA;SOLTERO(A);VIOLENCIA PSICOLOGICA;M;16;JULIO;0;1;0
ACTA DE DENUNCIA VERBAL;TECNICA;CASADO(A);VIOLENCIA PSICOLOGICA;M;52;JULIO;0;1;0
DENUNCIA;SECUNDARIA;NO INDICA;VIOLENCIA PSICOLOGICA;M;41;JULIO;0;1;0
DENUNCIA;SECUNDARIA;CONVIVIENTE;VIOLENCIA FISICA Y PSICOLOGICA;F;21;JULIO;0;0;1
DENUNCIA;SECUNDARIA;SOLTERO(A);VIOLENCIA PSICOLOGICA;M;30;JULIO;0;1;0
DENUNCIA;SUPERIOR;SOLTERO(A);VIOLENCIA PSICOLOGICA;F;25;JULIO;0;1;0
DENUNCIA;TECNICA;SOLTERO(A);VIOLENCIA PSICOLOGICA;M;45;JULIO;0;1;0
ACTA DE DENUNCIA VERBAL;SECUNDARIA;SOLTERO(A);VIOLENCIA PSICOLOGICA;M;42;JULIO;0;1;0
DENUNCIA;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA Y PSICOLOGICA;F;21;JULIO;0;0;1
DENUNCIA;SECUNDARIA;CONVIVIENTE;VIOLENCIA FISICA Y PSICOLOGICA;M;26;JULIO;0;0;1
